co_applicant_ethnicity,co_applicant_ethnicity_name,purchaser_type,county_name,respondent_id,preapproval,co_applicant_race_1,lien_status_name,sequence_number,applicant_income_000s,preapproval_name,applicant_race_name_1,action_taken_name,msamd,applicant_ethnicity_name,owner_occupancy_name,loan_purpose_name,county_code,number_of_owner_occupied_units,action_taken,hoepa_status_name,agency_code,fips_code,tract_to_msamd_income,loan_purpose,co_applicant_race_name_1,application_date_indicator,edit_status,state_abbr,property_type,applicant_race_1,lien_status,loan_amount_000s,edit_status_name,owner_occupancy,hud_median_family_income,loan_type_name,rate_spread,applicant_sex_name,applicant_sex,state_name,population,co_applicant_sex_name,purchaser_type_name,minority_population,hoepa_status,census_tract_number,msamd_name,agency_name,as_of_year,number_of_1_to_4_family_units,loan_type,applicant_ethnicity,agency_abbr,state_code,property_type_name,co_applicant_sex
2,Not Hispanic or Latino,9,Franklin County,8039,2,5,Secured by a first lien,1370,17,Preapproval was not requested,White,Loan originated,18140,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,49,949,1,Not a HOEPA loan,4,39049,98.29000092,1,White,0,6,OH,1,5,1,71,Quality edit failure only,1,68600,FHA-insured,,Male,1,Ohio,4467,Female,Other type of purchaser,6.539999962,2,85,Columbus - OH,Office of Thrift Supervision,2010,1908,2,2,OTS,39,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,3,Lincoln County,13044,3,5,Not applicable,1649532,88,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,784,6,Not a HOEPA loan,1,46083,83.87000275,3,White,2,N/A,SD,1,5,4,161,N/A,1,66600,Conventional,,Male,1,South Dakota,2702,Female,Freddie Mac (FHLMC),1.669999957,2,104,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1034,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Lincoln County,13044,3,5,Not applicable,1649510,62,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,997,6,Not a HOEPA loan,1,46083,91.19000244,3,White,2,6,SD,1,5,4,120,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,3566,Female,Fannie Mae (FNMA),2.609999895,2,102,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1315,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Not applicable,1649571,87,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1142,6,Not a HOEPA loan,1,46099,71.98999786,3,White,2,6,SD,1,5,4,153,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,6846,Female,Fannie Mae (FNMA),15.44999981,2,2,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1816,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,2,Franklin County,13044,3,5,Not applicable,2816,48,Not applicable,White,Loan purchased by the institution,18140,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,49,2318,6,Not a HOEPA loan,1,39049,89.59999847,1,White,2,N/A,OH,1,5,4,118,N/A,1,68600,FHA-insured,,Male,1,Ohio,10186,Female,Ginnie Mae (GNMA),21.39999962,2,94.92,Columbus - OH,Office of the Comptroller of the Currency,2010,3457,2,2,OCC,39,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,1,Lincoln County,13044,3,8,Not applicable,1649533,30,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,784,6,Not a HOEPA loan,1,46083,83.87000275,3,No co-applicant,2,N/A,SD,1,5,4,90,N/A,1,66600,Conventional,,Male,1,South Dakota,2702,No co-applicant,Fannie Mae (FNMA),1.669999957,2,104,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1034,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,1,Lincoln County,13044,2,8,Secured by a first lien,1649513,36,Preapproval was not requested,White,Loan originated,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,83,1233,1,Not a HOEPA loan,1,46083,98.54000092,1,No co-applicant,0,6,SD,1,5,1,89,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,3985,No co-applicant,Fannie Mae (FNMA),1.559999943,2,103,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1517,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,1,Minnehaha County,13044,3,8,Not applicable,1649594,N/A,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,846,6,Not a HOEPA loan,1,46099,94.51000214,3,No co-applicant,2,6,SD,1,5,4,136,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,3053,No co-applicant,Fannie Mae (FNMA),14.60999966,2,4.01,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1022,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,1,Davis County,8412,2,8,Secured by a first lien,133219,60,Preapproval was not requested,White,Loan originated,36260,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,11,1499,1,Not a HOEPA loan,4,49011,115.0699997,1,No co-applicant,0,6,UT,1,5,1,80,Quality edit failure only,1,62600,Conventional,,Female,2,Utah,6420,No co-applicant,Fannie Mae (FNMA),8.020000458,2,1259.06,"Ogden, Clearfield - UT",Office of Thrift Supervision,2007,1706,1,2,OTS,49,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,Lincoln County,13044,3,5,Not applicable,1649535,59,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,784,6,Not a HOEPA loan,1,46083,83.87000275,3,White,2,6,SD,1,5,4,157,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,2702,Female,Fannie Mae (FNMA),1.669999957,2,104,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1034,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,0,Lincoln County,13044,3,8,Secured by a first lien,1649514,24,Not applicable,White,Application denied by financial institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,83,1233,3,Not a HOEPA loan,1,46083,98.54000092,1,No co-applicant,0,6,SD,1,5,1,132,Quality edit failure only,1,66600,FHA-insured,,Female,2,South Dakota,3985,No co-applicant,Loan was not originated or was not sold in calendar year covered by register,1.559999943,2,103,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1517,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,1,Minnehaha County,13044,3,8,Secured by a first lien,1649595,31,Not applicable,White,Loan originated,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home improvement,99,1334,1,Not a HOEPA loan,1,46099,102.7399979,2,No co-applicant,0,6,SD,1,5,1,113,Quality edit failure only,1,66600,Conventional,,Male,1,South Dakota,6303,No co-applicant,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,Davis County,8412,3,5,Secured by a first lien,133220,50,Not applicable,White,Loan originated,36260,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,11,1499,1,Not a HOEPA loan,4,49011,115.0699997,3,White,0,6,UT,1,5,1,187,Quality edit failure only,1,62600,Conventional,,Male,1,Utah,6420,Female,Fannie Mae (FNMA),8.020000458,2,1259.06,"Ogden, Clearfield - UT",Office of Thrift Supervision,2007,1706,1,2,OTS,49,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,McCook County,13044,3,5,Not applicable,1649539,52,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,87,1000,6,Not a HOEPA loan,1,46087,85.87000275,1,White,2,N/A,SD,1,5,4,89,N/A,1,66600,Conventional,,Male,1,South Dakota,3305,Female,Fannie Mae (FNMA),1.179999948,2,9646,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1303,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Lincoln County,13044,3,5,Not applicable,1649516,71,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,1233,6,Not a HOEPA loan,1,46083,98.54000092,3,White,2,N/A,SD,1,5,4,120,N/A,1,66600,Conventional,,Male,1,South Dakota,3985,Female,Fannie Mae (FNMA),1.559999943,2,103,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1517,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Secured by a first lien,1649596,53,Not applicable,White,Loan originated,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1334,1,Not a HOEPA loan,1,46099,102.7399979,3,White,0,6,SD,1,5,1,38,Quality edit failure only,1,66600,Conventional,3.08,Male,1,South Dakota,6303,Female,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,8,Erie County,8,3,5,Not applicable,202377,63,Not applicable,White,Loan purchased by the institution,15380,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,29,2023,6,Not a HOEPA loan,1,36029,205.7100067,1,White,2,N/A,NY,1,5,4,157,N/A,1,63500,FHA-insured,,Male,1,New York,6353,Female,Affiliate institution,3.809999943,2,135.02,"Buffalo, Niagara Falls - NY",Office of the Comptroller of the Currency,2009,2073,2,2,OCC,36,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,1,McCook County,13044,3,8,Not applicable,1649542,33,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,1000,6,Not a HOEPA loan,1,46087,85.87000275,3,No co-applicant,2,6,SD,1,5,4,81,Quality edit failure only,1,66600,FHA-insured,,Female,2,South Dakota,3305,No co-applicant,Fannie Mae (FNMA),1.179999948,2,9646,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1303,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,3,Lincoln County,13044,3,5,Not applicable,1649518,154,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,1233,6,Not a HOEPA loan,1,46083,98.54000092,3,White,2,N/A,SD,1,5,4,292,N/A,1,66600,Conventional,,Male,1,South Dakota,3985,Female,Freddie Mac (FHLMC),1.559999943,2,103,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1517,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,0,Minnehaha County,13044,3,5,Secured by a first lien,1649599,56,Not applicable,White,Application denied by financial institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1334,3,Not a HOEPA loan,1,46099,102.7399979,3,White,0,6,SD,1,5,1,198,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,6303,Female,Loan was not originated or was not sold in calendar year covered by register,14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,8,Bexar County,18039,3,8,Not applicable,1119965,45,Not applicable,White,Loan purchased by the institution,41700,Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,29,727,6,Not a HOEPA loan,4,48029,202.1000061,1,No co-applicant,2,N/A,TX,1,5,4,122,N/A,1,54700,FHA-insured,,Male,1,Texas,2331,No co-applicant,Affiliate institution,24.54000092,2,1219.01,San Antonio - TX,Office of Thrift Supervision,2008,823,2,1,OTS,48,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,McCook County,13044,3,5,Not applicable,1649548,82,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,738,6,Not a HOEPA loan,1,46087,78.19999695,3,White,2,N/A,SD,1,5,4,136,N/A,1,66600,Conventional,,Male,1,South Dakota,2527,Female,Fannie Mae (FNMA),2.450000048,2,9647,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1004,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Lincoln County,13044,3,5,Not applicable,1649519,64,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,1233,6,Not a HOEPA loan,1,46083,98.54000092,3,White,2,N/A,SD,1,5,4,213,N/A,1,66600,Conventional,,Male,1,South Dakota,3985,Female,Fannie Mae (FNMA),1.559999943,2,103,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1517,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Not applicable,1649602,86,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,99,1334,6,Not a HOEPA loan,1,46099,102.7399979,1,White,2,N/A,SD,1,5,4,50,N/A,1,66600,Conventional,,Male,1,South Dakota,6303,Female,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,8,Bexar County,18039,3,8,Not applicable,1119966,65,Not applicable,Black or African American,Loan purchased by the institution,41700,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,29,727,6,Not a HOEPA loan,4,48029,202.1000061,1,No co-applicant,2,N/A,TX,1,3,4,175,N/A,1,54700,FHA-insured,,Male,1,Texas,2331,No co-applicant,Affiliate institution,24.54000092,2,1219.01,San Antonio - TX,Office of Thrift Supervision,2008,823,2,2,OTS,48,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,McCook County,13044,3,5,Not applicable,1649551,N/A,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,738,6,Not a HOEPA loan,1,46087,78.19999695,3,White,2,6,SD,1,5,4,231,Quality edit failure only,1,66600,FHA-insured,,Female,2,South Dakota,2527,Male,Fannie Mae (FNMA),2.450000048,2,9647,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1004,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),1
5,No co-applicant,1,Lincoln County,13044,3,8,Not applicable,1649521,28,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,83,1233,6,Not a HOEPA loan,1,46083,98.54000092,3,No co-applicant,2,N/A,SD,1,5,4,62,N/A,1,66600,Conventional,,Male,1,South Dakota,3985,No co-applicant,Fannie Mae (FNMA),1.559999943,2,103,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1517,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Not applicable,1649607,101,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1334,6,Not a HOEPA loan,1,46099,102.7399979,3,White,2,N/A,SD,1,5,4,128,N/A,1,66600,Conventional,,Female,2,South Dakota,6303,Male,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),1
2,Not Hispanic or Latino,0,Hamilton County,2041034,3,5,Secured by a first lien,1765,196,Not applicable,White,Application denied by financial institution,17140,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,61,2497,3,Not a HOEPA loan,2,39061,272.8299866,3,White,0,N/A,OH,1,5,1,875,N/A,1,66200,Conventional,,Male,1,Ohio,7837,Female,Loan was not originated or was not sold in calendar year covered by register,8.100000381,2,244,"Cincinnati, Middletown - OH, KY, IN",Federal Reserve System,2008,2757,1,2,FRS,39,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,McCook County,13044,3,5,Not applicable,1649552,75,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,738,6,Not a HOEPA loan,1,46087,78.19999695,3,White,2,6,SD,1,5,4,135,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,2527,Female,Fannie Mae (FNMA),2.450000048,2,9647,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1004,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,0,McCook County,13044,3,8,Secured by a first lien,1649537,36,Not applicable,White,Application denied by financial institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,1000,3,Not a HOEPA loan,1,46087,85.87000275,3,No co-applicant,0,6,SD,1,5,1,121,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,3305,No co-applicant,Loan was not originated or was not sold in calendar year covered by register,1.179999948,2,9646,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1303,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Not applicable,1649609,167,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1334,6,Not a HOEPA loan,1,46099,102.7399979,3,White,2,N/A,SD,1,5,4,304,N/A,1,66600,Conventional,,Male,1,South Dakota,6303,Female,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,2,Volusia County,26-2049351,3,8,Not applicable,9678,92,Not applicable,White,Loan purchased by the institution,19660,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,127,2328,6,Not a HOEPA loan,7,12127,121.2799988,1,No co-applicant,2,N/A,FL,1,5,4,188,N/A,1,57900,FHA-insured,,Male,1,Florida,6178,No co-applicant,Ginnie Mae (GNMA),10.10000038,2,832.07,"Deltona, Daytona Beach, Ormond Beach - FL",Department of Housing and Urban Development,2012,2877,2,2,HUD,12,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,0,Minnehaha County,13044,3,5,Not applicable,1649556,56,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,720,6,Not a HOEPA loan,1,46099,80.26000214,3,White,2,N/A,SD,1,5,4,109,N/A,1,66600,FHA-insured,,Female,2,South Dakota,4774,"Information not provided by applicant in mail, Internet, or telephone application",Loan was not originated or was not sold in calendar year covered by register,23.70999908,2,1,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1132,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),3
2,Not Hispanic or Latino,1,McCook County,13044,3,5,Not applicable,1649540,57,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,1000,6,Not a HOEPA loan,1,46087,85.87000275,3,White,2,N/A,SD,1,5,4,116,N/A,1,66600,Conventional,,Male,1,South Dakota,3305,Female,Fannie Mae (FNMA),1.179999948,2,9646,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1303,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Not applicable,1649611,36,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1334,6,Not a HOEPA loan,1,46099,102.7399979,3,White,2,N/A,SD,1,5,4,65,N/A,1,66600,Conventional,,Male,1,South Dakota,6303,Female,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,0,Georgetown County,7810600004,3,5,Secured by a first lien,3466,84,Not applicable,White,Application denied by financial institution,,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,43,2357,3,Not a HOEPA loan,7,45043,123.9000015,1,White,0,N/A,SC,1,5,1,369,N/A,1,46500,Conventional,,Male,1,South Carolina,5863,Female,Loan was not originated or was not sold in calendar year covered by register,8.680000305,2,9805.01,N/A,Department of Housing and Urban Development,2008,3525,1,2,HUD,45,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Not applicable,1649559,N/A,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,720,6,Not a HOEPA loan,1,46099,80.26000214,3,White,2,6,SD,1,5,4,163,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,4774,Female,Fannie Mae (FNMA),23.70999908,2,1,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1132,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
2,Not Hispanic or Latino,3,McCook County,13044,3,5,Not applicable,1649541,69,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,1000,6,Not a HOEPA loan,1,46087,85.87000275,3,White,2,N/A,SD,1,5,4,82,N/A,1,66600,Conventional,,Male,1,South Dakota,3305,Female,Freddie Mac (FHLMC),1.179999948,2,9646,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1303,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,1,Minnehaha County,13044,3,8,Not applicable,1649617,70,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,99,1334,6,Not a HOEPA loan,1,46099,102.7399979,1,No co-applicant,2,6,SD,1,5,4,162,Quality edit failure only,1,66600,FHA-insured,,Female,2,South Dakota,6303,No co-applicant,Fannie Mae (FNMA),14.63000011,2,4.03,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1533,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
1,Hispanic or Latino,0,Jefferson Parish,3197956,3,5,Secured by a first lien,287520,54,Not applicable,White,Loan originated,35380,Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,51,1837,1,Not a HOEPA loan,2,22051,97.75,3,White,0,N/A,LA,1,5,1,180,N/A,1,52200,Conventional,3.63,Female,2,Louisiana,8050,Male,Loan was not originated or was not sold in calendar year covered by register,46.75,2,205.09,"New Orleans, Metairie, Kenner - LA",Federal Reserve System,2007,2411,1,1,FRS,22,One-to-four family dwelling (other than manufactured housing),1
5,No co-applicant,1,Minnehaha County,13044,3,8,Secured by a first lien,1649561,49,Not applicable,White,Loan originated,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1142,1,Not a HOEPA loan,1,46099,71.98999786,3,No co-applicant,0,6,SD,1,5,1,67,Quality edit failure only,1,66600,Conventional,,Male,1,South Dakota,6846,No co-applicant,Fannie Mae (FNMA),15.44999981,2,2,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1816,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,0,McCook County,13044,3,5,Secured by a first lien,1649546,79,Not applicable,White,Application denied by financial institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,87,738,3,Not a HOEPA loan,1,46087,78.19999695,3,White,0,6,SD,1,5,1,182,Quality edit failure only,1,66600,FHA-insured,,Male,1,South Dakota,2527,Female,Loan was not originated or was not sold in calendar year covered by register,2.450000048,2,9647,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1004,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,1,Minnehaha County,13044,3,8,Secured by a first lien,1649624,30,Not applicable,White,Loan originated,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,99,1574,1,Not a HOEPA loan,1,46099,92.94000244,1,No co-applicant,0,6,SD,1,5,1,94,Quality edit failure only,1,66600,Conventional,,Female,2,South Dakota,5991,No co-applicant,Fannie Mae (FNMA),9.430000305,2,4.04,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1805,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,0,Jefferson Parish,3197956,3,8,Secured by a first lien,287521,32,Not applicable,White,Application denied by financial institution,35380,Hispanic or Latino,Owner-occupied as a principal dwelling,Home improvement,51,1837,3,Not a HOEPA loan,2,22051,97.75,2,No co-applicant,0,N/A,LA,1,5,1,155,N/A,1,52200,Conventional,,Female,2,Louisiana,8050,No co-applicant,Loan was not originated or was not sold in calendar year covered by register,46.75,2,205.09,"New Orleans, Metairie, Kenner - LA",Federal Reserve System,2007,2411,1,1,FRS,22,One-to-four family dwelling (other than manufactured housing),5
2,Not Hispanic or Latino,1,Minnehaha County,13044,3,5,Secured by a first lien,1649562,95,Not applicable,White,Loan originated,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,1142,1,Not a HOEPA loan,1,46099,71.98999786,3,White,0,6,SD,1,5,1,120,Quality edit failure only,1,66600,Conventional,,Male,1,South Dakota,6846,Female,Fannie Mae (FNMA),15.44999981,2,2,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1816,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),2
5,No co-applicant,1,Minnehaha County,13044,3,8,Not applicable,1649560,52,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Refinancing,99,720,6,Not a HOEPA loan,1,46099,80.26000214,3,No co-applicant,2,6,SD,1,5,4,103,Quality edit failure only,1,66600,FHA-insured,,Female,2,South Dakota,4774,No co-applicant,Fannie Mae (FNMA),23.70999908,2,1,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1132,2,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,1,Minnehaha County,13044,3,8,Not applicable,1649627,33,Not applicable,White,Loan purchased by the institution,43620,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home purchase,99,1574,6,Not a HOEPA loan,1,46099,92.94000244,1,No co-applicant,2,N/A,SD,1,5,4,148,N/A,1,66600,Conventional,,Male,1,South Dakota,5991,No co-applicant,Fannie Mae (FNMA),9.430000305,2,4.04,Sioux Falls - SD,Office of the Comptroller of the Currency,2009,1805,1,2,OCC,46,One-to-four family dwelling (other than manufactured housing),5
5,No co-applicant,0,Jefferson Parish,3197956,3,8,Secured by a first lien,287522,40,Not applicable,White,Application denied by financial institution,35380,Not Hispanic or Latino,Owner-occupied as a principal dwelling,Home improvement,51,1837,3,Not a HOEPA loan,2,22051,97.75,2,No co-applicant,0,N/A,LA,1,5,1,36,N/A,1,52200,Conventional,,Male,1,Louisiana,8050,No co-applicant,Loan was not originated or was not sold in calendar year covered by register,46.75,2,205.09,"New Orleans, Metairie, Kenner - LA",Federal Reserve System,2007,2411,1,2,FRS,22,One-to-four family dwelling (other than manufactured housing),5
